word,length,entropy
blankebørste,12,3.2516291673878226
blanket,7,2.8073549220576046
blankfisk,9,2.94770277922009
blanklaks,9,2.5032583347756456
blankocheck,11,3.095795255000934
blankofuldmagt,14,3.52164063634332
blankolån,9,2.725480556997868
blankpoleret,12,3.2516291673878226
blankslidt,10,3.121928094887362
blanktegn,9,2.94770277922009
blankvers,9,3.169925001442312
blankål,7,2.5216406363433186
blase,5,2.321928094887362
blasert,7,2.8073549220576046
blaserthed,10,3.121928094887362
blasfemi,8,3.0
blasfemiker,11,3.2776134368191165
blasfemisk,10,3.121928094887362
blazer,6,2.584962500721156
ble,3,1.584962500721156
blebukser,9,2.725480556997868
bleg,4,2.0
blegansigt,10,3.121928094887362
blege,5,1.9219280948873623
blegekridt,10,3.121928094887362
blegemiddel,11,2.663532754804255
blegevand,9,2.94770277922009
blegfed,7,2.5216406363433186
blegne,6,2.2516291673878226
blegning,8,2.5
blegnæb,7,2.5216406363433186
blegnæbbet,10,2.6464393446710153
blegnæbet,9,2.725480556997868
blegrød,7,2.8073549220576046
blegselleri,11,2.59490661824394
blegsot,7,2.8073549220576046
blegsotig,9,2.94770277922009
blegsottig,10,2.9219280948873623
blegvand,8,3.0
blended,7,2.2359263506290326
blender,7,2.5216406363433186
bleskift,8,3.0
blev,4,2.0
blevet,6,2.2516291673878226
blid,4,2.0
blide,5,2.321928094887362
blikdåse,8,3.0
blikfang,8,3.0
blikkenslager,13,3.238901256602631
blikkenslagermester,19,3.405822250285692
blikstille,10,2.6464393446710153
blind,5,2.321928094887362
blinddør,8,2.75
blindealfabet,13,3.085055102756477
blindebuk,9,2.94770277922009
blindehjem,10,3.121928094887362
blindeinstitut,14,2.9852281360342516
blindeskrift,12,3.418295834054489
blindflyvning,13,3.0269868333592873
blindforsøg,11,3.459431618637298
blindfødt,9,2.94770277922009
blindgade,9,2.94770277922009
blindgyde,9,2.94770277922009
blindgænger,11,3.0957952550009344
blinding,8,2.5
blindlanding,12,2.688721875540867
blindprop,9,2.94770277922009
blindramme,10,3.1219280948873624
blindskak,9,2.9477027792200903
blindskrift,11,3.2776134368191165
blindsmage,10,3.321928094887362
blindsmagning,13,3.0269868333592873
blindspor,9,3.169925001442312
blindstikprop,13,3.3927474104487847
blindsting,10,2.9219280948873623
blindtablet,11,2.9139770731827523
blindtarm,9,3.169925001442312
blindtarmsbetændelse,20,3.484183719779189
blindtest,9,2.94770277922009
blindtryk,9,3.169925001442312
blindtræ,8,3.0
blini,5,1.9219280948873623
blinke,6,2.584962500721156
blinkfyr,8,3.0
blinkhinde,10,2.9219280948873623
blinklygte,10,3.121928094887362
blinklys,8,2.75
blis,4,2.0
blishøne,8,3.0
blisset,7,2.5216406363433186
blist,5,2.321928094887362
blisterpakning,14,3.521640636343319
blitz,5,2.321928094887362
blitze,6,2.584962500721156
blitzlys,8,2.75
blive,5,2.321928094887362
blockbuster,11,3.2776134368191165
blod,4,2.0
blodansamling,13,3.238901256602631
blodappelsin,12,3.2516291673878226
blodbad,7,2.2359263506290326
blodbank,8,2.75
blodbestænket,13,3.238901256602631
blodbestænkt,12,3.2516291673878226
blodbroder,10,2.5219280948873624
blodbøg,7,2.5216406363433186
bloddonor,9,2.4193819456463714
bloddoping,10,2.9219280948873623
bloddryppende,13,3.0269868333592873
bloddråbe,9,2.725480556997868
blodfattig,10,3.1219280948873624
blodfejde,9,2.725480556997868
blodforgiftning,15,3.2402239289418526
blodfortyndende,15,3.189898095464288
blodgang,8,2.75
blodhund,8,2.75
blodhævn,8,3.0
blodig,6,2.584962500721156
blodkar,7,2.8073549220576046
blodkræft,9,3.169925001442312
blodlegeme,10,2.6464393446710153
blodløs,7,2.5216406363433186
blodmangel,10,3.121928094887362
blodomløb,9,2.5032583347756456
blodplade,9,2.725480556997868
blodplasma,10,2.9219280948873623
blodprocent,11,3.2776134368191165
blodprop,8,2.5
blodprøve,9,3.169925001442312
blodpølse,9,2.94770277922009
blodrig,7,2.8073549220576046
blodrus,7,2.8073549220576046
blodsbeslægtet,14,3.09306920777189
blodsbroder,11,2.7321588913645702
blodsdråbe,10,2.9219280948873623
blodserum,9,3.169925001442312
blodskam,8,3.0
blodskudt,9,2.94770277922009
blodspor,8,2.75
blodsprængt,11,3.459431618637298
blodstillende,13,3.0269868333592873
blodstyrtning,13,3.3927474104487847
blodsudgydelse,14,3.039148671903071
blodsuger,9,3.169925001442312
blodsukker,10,3.1219280948873624
blodsænkning,12,3.188721875540867
blodtab,7,2.5216406363433186
blodtransfusion,15,3.506890595608519
blodtryk,8,3.0
blodtud,7,2.5216406363433186
blodtype,8,3.0
blodtørstig,11,3.277613436819116
blodudtrædning,14,3.3248629576173574
blodunderløben,14,3.09306920777189
blodåre,7,2.8073549220576046
blog,4,2.0
blogge,6,2.251629167387823
blogger,7,2.5216406363433186
blok,4,2.0
blokade,7,2.8073549220576046
blokbogstav,11,3.0957952550009344
blokdannelse,12,3.084962500721156
blokdiagram,11,3.2776134368191165
blokere,7,2.5216406363433186
blokering,9,3.169925001442312
blokfløjte,10,3.121928094887362
blokhus,7,2.8073549220576046
blokhøvl,8,2.75
blokkalender,12,3.084962500721156
blokke,6,2.251629167387823
bloklys,7,2.5216406363433186
blokning,8,2.75
blokpolitik,11,2.7321588913645702
blokpolitisk,12,2.918295834054489
blokpost,8,2.75
Bloksbjerg,10,3.321928094887362
blokskrift,10,3.121928094887362
bloktilskud,11,3.0957952550009344
bloktryk,8,2.75
blokvogn,8,2.75
blomkål,7,2.5216406363433186
blomkålshoved,13,3.3927474104487847
blomkålssvamp,13,3.238901256602631
blomkålsøre,11,3.2776134368191165
blomme,6,2.251629167387823
blommefarvet,12,3.2516291673878226
blommetræ,9,2.94770277922009
blomst,6,2.584962500721156
blomsterbed,11,3.0957952550009344
blomsterbinder,14,3.3787834934861767
blomsterbinding,15,3.5068905956085192
blomsterdekoratør,17,3.4548223999466066
blomsterdygtig,14,3.521640636343319
blomsterflor,12,3.084962500721156
blomsterforretning,18,3.4613201402110083
blomstergartner,15,3.3232314287976203
blomstergartneri,16,3.452819531114783
blomsterhandel,14,3.52164063634332
blomsterhandler,15,3.506890595608519
blomsterkost,12,3.084962500721156
blomsterløg,11,3.2776134368191165
blomsterløs,11,3.0957952550009344
blomsterstand,13,3.3927474104487847
blomstre,8,3.0
blomstret,9,2.94770277922009
blomstring,10,3.321928094887362
blond,5,2.321928094887362
blonde,6,2.584962500721156
blondekant,10,3.121928094887362
blondine,8,2.75
bloster,7,2.8073549220576046
blote,5,2.321928094887362
blotlægge,9,2.725480556997868
blotlæggelse,12,2.855388542207534
blotlægning,11,2.9139770731827523
blotte,6,2.251629167387823
blottelse,9,2.5032583347756456
blotter,7,2.5216406363433186
blouson,7,2.5216406363433186
blowjob,7,2.2359263506290326
blu,3,1.584962500721156
bluf,4,2.0
bluff,5,1.9219280948873623
bluffe,6,2.251629167387823
bluffer,7,2.5216406363433186
blufærdig,9,3.169925001442312
blufærdighed,12,3.4182958340544896
blund,5,2.321928094887362
blunde,6,2.584962500721156
blus,4,2.0
bluse,5,2.321928094887362
blusel,6,2.2516291673878226
blusse,6,2.251629167387823
blyant,6,2.584962500721156
blyantspidser,13,3.546593564294939
blyantsspidser,14,3.4677201004745006
blyfri,6,2.584962500721156
blyglans,8,2.75
blyhagl,7,2.5216406363433186
blyholdig,9,2.94770277922009
blyhvidt,8,3.0
blyindfattet,12,3.188721875540867
blyrod,6,2.584962500721156
blæk,4,2.0
blækhat,7,2.8073549220576046
blækhus,7,2.8073549220576046
blækpatron,10,3.321928094887362
blækregning,11,3.0957952550009344
blæksprutte,11,3.277613436819116
blænddør,8,2.75
blænder,7,2.8073549220576046
blændfri,8,3.0
blænding,8,2.75
blændramme,10,3.1219280948873624
blændværk,9,2.94770277922009
blær,4,2.0
blærebetændelse,15,2.973557262275185
blærebæger,10,2.5219280948873624
blærebælg,9,2.5032583347756456
blærehals,9,2.94770277922009
blærehalskirtel,15,3.32323142879762
blærenød,8,3.0
blærerod,8,2.75
blærerøv,8,2.75
blæresmælde,11,2.9139770731827523
blæresæl,8,2.5
blæret,6,2.584962500721156
blæretang,9,3.169925001442312
blæse,5,2.321928094887362
blæsebælg,9,2.5032583347756456
blæseinstrument,15,3.373557262275185
blæselampe,10,2.9219280948873623
blæseorkester,13,3.0269868333592873
blæser,6,2.584962500721156
blæserorkester,14,2.9852281360342525
blæsevejr,9,2.94770277922009
blæsning,8,2.75
blæst,5,2.321928094887362
blæver,6,2.584962500721156
blævre,6,2.584962500721156
blødagtig,9,2.94770277922009
bløddele,8,2.25
bløddyr,7,2.5216406363433186
bløder,6,2.584962500721156
blødersygdom,12,3.418295834054489
blødgøre,8,2.75
blødgørelse,11,2.9139770731827523
blødgører,9,2.725480556997868
blødgøring,10,2.9219280948873623
blødhjertet,11,3.0957952550009344
blødkogt,8,3.0
blødning,8,2.75
blødstrøgen,11,3.2776134368191165
blødstrøget,11,3.0957952550009344
blødsøden,9,2.725480556997868
blødtvandsanlæg,15,3.3735572622751855
blåalge,7,2.5216406363433186
blåfrossen,10,3.1219280948873624
blågrøn,7,2.8073549220576046
blågrønalge,11,3.0957952550009344
blågrå,6,2.2516291673878226
blåhaj,6,2.584962500721156
blåhat,6,2.584962500721156
blåhval,7,2.5216406363433186
blåhvilling,11,2.845350936622437
blåklokke,9,2.4193819456463714
blåler,6,2.2516291673878226
blålig,6,2.2516291673878226
blålys,6,2.2516291673878226
blåmejse,8,2.75
blåmunke,8,3.0
blåmusling,10,3.121928094887362
blåne,5,2.321928094887362
blånelse,8,2.5
blåpude,7,2.8073549220576046
blår,4,2.0
blåregn,7,2.8073549220576046
blåræv,6,2.584962500721156
blåskimmel,10,2.9219280948873623
blåskimmelost,13,3.238901256602631
blåsort,7,2.8073549220576046
blåstak,7,2.8073549220576046
blåstemple,10,2.9219280948873623
blåstempling,12,3.418295834054489
blåsten,7,2.8073549220576046
blåstjerne,10,3.1219280948873624
blåstrømpe,10,3.321928094887362
blåsyre,7,2.8073549220576046
blåsøm,6,2.584962500721156
blåtop,6,2.584962500721156
blåtryk,7,2.8073549220576046
blåøje,6,2.584962500721156
blåøjet,7,2.8073549220576046
BMI,3,1.584962500721156
bmi,3,1.584962500721156
BMX,3,1.584962500721156
bmx,3,1.584962500721156
BNI,3,1.584962500721156
bni,3,1.584962500721156
BNP,3,1.584962500721156
bnp,3,1.584962500721156
boa,3,1.584962500721156
boafgift,8,2.75
boarde,6,2.584962500721156
boarding,8,3.0
boardingkort,12,3.2516291673878226
boardingpas,11,3.2776134368191165
bob,3,0.9182958340544896
bobbe,5,1.3709505944546687
bobestyrer,10,2.7219280948873625
bobine,6,2.2516291673878226
bobinet,7,2.5216406363433186
boblebad,8,2.4056390622295662
boblegummi,10,2.9219280948873623
boblehal,8,2.5
boblekuvert,11,3.0957952550009344
bobslæde,8,2.75
bobspil,7,2.5216406363433186
boccia,6,2.2516291673878226
bodega,6,2.584962500721156
bodeling,8,3.0
bodfærdig,9,2.94770277922009
Bodil,5,2.321928094887362
bodsgang,8,2.75
bodsøvelse,10,2.9219280948873623
bodybike,8,2.75
bodybuilder,11,3.0957952550009344
bodybuilding,12,3.084962500721156
bodyguard,9,2.94770277922009
bodylotion,10,2.8464393446710154
bodypainting,12,3.251629167387823
bodystocking,12,3.418295834054489
bodytoning,10,2.9219280948873623
boer,4,2.0
bofast,6,2.584962500721156
boform,6,2.2516291673878226
bofælle,7,2.5216406363433186
bofællesskab,12,3.084962500721156
bogaktuel,9,3.169925001442312
bogbind,7,2.5216406363433186
bogbinder,9,2.94770277922009
bogbinderi,10,2.9219280948873623
bogbus,6,2.2516291673878226
bogcafé,7,2.8073549220576046
bogdropper,10,2.7219280948873625
boge,4,2.0
Bogense,7,2.5216406363433186
bogensebo,9,2.5032583347756456
bogenser,8,2.75
bogey,5,2.321928094887362
bogfinke,8,3.0
bogføre,7,2.8073549220576046
bogføring,9,2.94770277922009
boghandel,9,3.169925001442312
boghandler,10,3.321928094887362
bogholder,9,2.94770277922009
bogholderi,10,3.121928094887362
boghvede,8,2.75
boghvedegrød,12,3.084962500721156
boghvedemel,11,3.0271691184406193
boghylde,8,3.0
bogie,5,2.321928094887362
bogievogn,9,2.725480556997868
bogklub,7,2.5216406363433186
boglade,7,2.8073549220576046
boglig,6,2.2516291673878226
boglus,6,2.584962500721156
boglærd,7,2.8073549220576046
bogmesse,8,2.5
bogmærke,8,3.0
bogomslag,9,2.725480556997868
bogorm,6,2.2516291673878226
bogreol,7,2.5216406363433186
bogsamling,10,3.121928094887362
bogskab,7,2.5216406363433186
bogstav,7,2.8073549220576046
bogstavbetegnelse,17,3.1462863706621045
bogstavelig,11,3.2776134368191165
bogstavere,10,3.1219280948873624
bogstavering,12,3.418295834054489
bogstavorden,12,3.418295834054489
bogstavret,10,3.121928094887362
bogstavrim,10,3.321928094887362
bogstøtte,9,2.6416041678685933
bogtilrettelægger,17,3.0130709291038453
bogtilrettelægning,18,3.197159723424149
bogtitel,8,2.75
bogtryk,7,2.8073549220576046
bogtrykker,10,2.9219280948873623
bogtrykkeri,11,3.095795255000934
bogtrykkerkunst,15,3.3232314287976203
bogtrykt,8,2.75
bohave,6,2.584962500721156
boheme,6,2.251629167387823
bojan,5,2.321928094887362
bokmål,6,2.584962500721156
boks,4,2.0
bokse,5,2.321928094887362
boksebold,9,2.725480556997868
boksehandske,12,3.0849625007211556
boksekamp,9,2.94770277922009
boksepromotor,13,2.9312089489103235
bokser,6,2.584962500721156
boksering,9,3.169925001442312
boksermotor,11,2.845350936622437
boksershorts,12,2.8553885422075336
boksleje,8,2.75
boksmadras,10,2.9219280948873623
boksning,8,2.75
boldbane,8,2.75
boldbesiddelse,14,2.699513850319966
boldbur,7,2.5216406363433186
bolddreng,9,2.94770277922009
boldgade,8,2.75
boldklub,8,2.5
boldsikker,10,3.1219280948873624
boldspil,8,2.75
boldspiller,11,3.0271691184406193
boldtræ,7,2.8073549220576046
boldøje,7,2.8073549220576046
bole,4,2.0
bolero,6,2.2516291673878226
bolig,5,2.321928094887362
boliganvisning,14,2.9852281360342516
boligberettiget,15,2.8729055953200557
boligbyggeri,12,2.8553885422075336
boligejer,9,2.94770277922009
boligforening,13,3.085055102756477
boligfællesskab,15,3.323231428797621
bolighaj,8,3.0
boligløs,8,2.75
boligmarked,11,3.459431618637298
boligmasse,10,3.1219280948873624
boligminister,13,3.334679141051595
boligministerie,15,3.2402239289418517
boligministerium,16,3.375
bolignød,8,3.0
boligselskab,12,3.084962500721156
boligsikring,12,3.0220552088742
boligspekulant,14,3.6644977792004623
boligstøtte,11,3.027169118440619
boligsøgende,12,3.2516291673878226
boligtager,10,3.121928094887362
boligydelse,11,3.0957952550009344
Bolivia,7,2.5216406363433186
bolivianer,10,3.121928094887362
boliviansk,10,3.121928094887362
bolledej,8,2.5
bollemælk,9,2.6416041678685933
bollet,6,2.2516291673878226
bolognese,9,2.725480556997868
bolsje,6,2.584962500721156
bolsjestribet,13,3.085055102756477
bolsjevik,9,3.169925001442312
bolsjevikisk,12,3.084962500721156
bolsjevisme,11,3.0957952550009344
bolsjevistisk,13,3.180832987205441
bolster,7,2.8073549220576046
bolt,4,2.0
bolte,5,2.321928094887362
boltpistol,10,2.721928094887362
boltre,6,2.584962500721156
boltsaks,8,2.75
bolværk,7,2.8073549220576046
bolværksmatros,14,3.3787834934861767
bom,3,1.584962500721156
bombardement,12,3.084962500721156
bombarderbille,14,3.039148671903071
bombardere,10,2.7219280948873625
bombardering,12,3.2516291673878226
bombastisk,10,2.9219280948873623
bombeattrap,11,2.9139770731827523
bombefly,8,2.75
bombekrater,11,2.9139770731827523
bombemand,9,2.725480556997868
bomber,6,2.2516291673878226
bombesikker,11,2.9139770731827523
bombeskjold,11,3.0957952550009344
bombesprænge,12,3.2516291673878226
bombesprængning,15,3.3232314287976212
bombetrussel,12,3.084962500721156
bombning,8,2.5
bomlærke,8,3.0
bomme,5,1.9219280948873623
bommert,7,2.5216406363433186
bommesi,7,2.5216406363433186
bommesislag,11,3.0957952550009344
bomning,7,2.5216406363433186
bomsejl,7,2.8073549220576046
bomstille,9,2.9477027792200903
bomstærk,8,3.0
bomuld,6,2.584962500721156
bomuldsgarn,11,3.459431618637298
bomærke,7,2.8073549220576046
bon,3,1.584962500721156
bonapartisme,12,3.418295834054489
bonapartistisk,14,3.2359263506290334
bonbon,6,1.584962500721156
bonbonniere,11,2.481714572986073
bondage,7,2.8073549220576046
bonde,5,2.321928094887362
bondeanger,10,2.9219280948873623
bondedreng,10,2.721928094887362
bondefange,10,2.9219280948873623
bondefanger,11,3.0957952550009344
bondefangeri,12,3.2516291673878226
bondefødt,9,2.94770277922009
bondegård,9,2.94770277922009
bondegårdsferie,15,3.3232314287976203
bondehus,8,3.0
bondekarl,9,3.169925001442312
bondeknold,10,2.721928094887362
bondekone,9,2.5032583347756456
bondemand,9,2.725480556997868
bondepige,9,2.94770277922009
bonderose,9,2.725480556997868
bonderøv,8,3.0
bondestand,10,2.9219280948873623
bondesøn,8,2.75
bondsk,6,2.584962500721156
bongotromme,11,2.845350936622437
boning,6,2.2516291673878226
bonitere,8,2.75
bonitering,10,2.9219280948873623
bonitet,7,2.5216406363433186
bonkammerat,11,3.0957952550009344
bonmot,6,2.2516291673878226
bonsai,6,2.584962500721156
bonsens,7,2.2359263506290326
bonus,5,2.321928094887362
bonusbarn,9,2.725480556997868
bonusfar,8,3.0
bonusmor,8,2.75
bonvivant,9,2.725480556997868
booke,5,1.9219280948873623
booking,7,2.5216406363433186
bookingbureau,13,3.238901256602631
bookmaker,9,2.725480556997868
bookning,8,2.5
boolesk,7,2.5216406363433186
boom,4,1.5
boome,5,1.9219280948873623
boomerang,9,2.94770277922009
boost,5,1.9219280948873623
booste,6,2.2516291673878226
boote,5,1.9219280948873623
bootning,8,2.5
bop,3,1.584962500721156
boplads,7,2.8073549220576046
bopæl,5,2.321928094887362
bopælsforælder,14,3.2359263506290334
bopælspligt,11,3.0957952550009344
boraks,6,2.584962500721156
bordben,7,2.5216406363433186
bordbombe,9,2.4193819456463714
bordbøn,7,2.5216406363433186
borddame,8,2.75
borddans,8,2.75
borddækning,11,3.095795255000934
borde,5,2.321928094887362
bordeauxfarvet,14,3.3787834934861767
bordeauxrød,11,3.0957952550009344
bordeauxvæske,13,3.5465935642949384
bordel,6,2.584962500721156
bordelaise,10,3.121928094887362
bordelaisesauce,15,3.323231428797621
bordelaisesovs,14,3.182005814760214
bordende,8,2.5
borderline,10,2.9219280948873623
bordfodbold,11,2.413088436425758
bordherre,9,2.4193819456463714
bording,7,2.8073549220576046
bordkort,8,2.5
bordlampe,9,3.169925001442312
bordlighter,11,3.2776134368191165
bordløber,9,2.725480556997868
bordplade,9,2.94770277922009
bordplan,8,3.0
bordskik,8,2.75
bordskåner,10,3.121928094887362
bordtennis,10,3.1219280948873624
bordure,7,2.5216406363433186
bordvin,7,2.8073549220576046
bore,4,2.0
borebille,9,2.503258334775646
borehul,7,2.8073549220576046
borelære,8,2.5
boremaskine,11,3.277613436819116
boremusling,11,3.459431618637298
boreplatform,12,3.2516291673878226
borerig,7,2.5216406363433186
boretårn,8,2.75
borg,4,2.0
borge,5,2.321928094887362
borgen,6,2.584962500721156
borger,6,2.2516291673878226
borgerbrev,10,2.4464393446710155
borgerdyd,9,2.725480556997868
borgerdyr,9,2.6416041678685933
borgerforening,14,2.8962915290459286
borgerhus,9,2.94770277922009
borgerkrig,10,2.6464393446710153
borgerlig,9,2.725480556997868
borgerliggøre,13,2.8150724101159437
borgerliggørelse,16,2.98345859334435
borgerliste,11,3.0957952550009344
borgermusik,11,3.2776134368191165
borgermøde,10,2.9219280948873623
borgerpligt,11,3.0957952550009344
borgerrepræsentant,18,3.2390979179887864
borgerrepræsentation,20,3.3841837197791884
borgerret,9,2.4193819456463714
borgerservice,13,2.9689185639620974
borgerskab,10,2.9219280948873623
borgestue,9,2.94770277922009
borgfred,8,2.75
borggård,8,2.5
borgmester,10,2.9219280948873623
borgmesterstang,15,3.240223928941852
boring,6,2.584962500721156
borne,5,2.321928094887362
bornert,7,2.5216406363433186
Bornholm,8,2.75
bornholmer,10,2.9219280948873623
bornholmerbåd,13,3.238901256602631
bornholmerur,12,3.0220552088742
bornholmsk,10,3.121928094887362
bornholmskort,13,3.180832987205441
borrelia,8,2.75
borsjtj,7,2.5216406363433186
borst,5,2.321928094887362
borsyre,7,2.5216406363433186
bortadoptere,12,2.918295834054489
bortadoptering,14,3.3787834934861767
bortadoption,12,3.0220552088742
bortauktionere,14,3.2359263506290334
bortcensurere,13,2.9689185639620974
bortdømme,9,2.9477027792200903
borte,5,2.321928094887362
borteliminere,13,3.0269868333592873
borteliminering,15,3.1898980954642875
bortfald,8,3.0
bortfalde,9,3.169925001442312
bortfjerne,10,2.9219280948873623
bortfjernelse,13,3.180832987205441
bortfløjet,10,3.121928094887362
bortforklare,12,3.0220552088742
bortforklaring,14,3.3248629576173574
bortforpagte,12,3.0849625007211556
bortføre,8,2.75
bortførelse,11,3.0957952550009344
bortfører,9,2.6416041678685933
bortførsel,10,3.121928094887362
bortgang,8,2.75
bortgå,6,2.584962500721156
bortkaste,9,2.94770277922009
bortkastelse,12,3.084962500721156
bortkastning,12,3.2516291673878226
bortkomme,9,2.725480556997868
bortkomst,9,2.725480556997868
bortkørsel,10,3.121928094887362
bortlede,8,2.75
bortledning,11,3.277613436819116
bortlicitere,12,2.9182958340544896
bortlodde,9,2.725480556997868
bortlodning,11,3.0957952550009344
bortløben,9,2.94770277922009
bortløbet,9,2.725480556997868
bortoperation,13,3.0269868333592873
bortoperere,11,2.413088436425758
bortoperering,13,3.0269868333592873
bortrationalisere,17,3.219528282299548
bortrationalisering,19,3.3263604079526954
bortrejse,9,2.725480556997868
bortrejst,9,2.725480556997868
bortrive,8,2.75
bortsalg,8,3.0
bortse,6,2.584962500721156
bortskaffe,10,3.1219280948873624
bortskaffelse,13,3.238901256602631
bortsælge,9,3.169925001442312
bortvalg,8,3.0
bortvandring,12,3.2516291673878226
bortvejre,9,2.725480556997868
bortvende,9,2.94770277922009
bortvise,8,3.0
bortvisning,11,3.0957952550009344
bortvælge,9,3.169925001442312
bortødsle,9,3.169925001442312
borvand,7,2.8073549220576046
bosat,5,2.321928094887362
bosiddende,10,2.6464393446710153
Bosnien,7,2.5216406363433186
bosnier,7,2.8073549220576046
bosnisk,7,2.5216406363433186
bosondring,10,2.9219280948873623
boss,4,1.5
bossanova,9,2.5032583347756456
bosse,5,1.9219280948873623
bosted,6,2.584962500721156
boston,6,2.2516291673878226
bosætning,9,2.94770277922009
bosætte,7,2.5216406363433186
bosættelse,10,2.7219280948873625
bosætter,8,2.75
botanik,7,2.8073549220576046
botaniker,9,3.169925001442312
botanisere,10,3.1219280948873624
botanisering,12,3.2516291673878226
botanisk,8,3.0
botnisk,7,2.8073549220576046
Botswana,8,2.75
botswaner,9,3.169925001442312
botswansk,9,2.94770277922009
botulisme,9,3.169925001442312
bouclé,6,2.584962500721156
boudoir,7,2.5216406363433186
boudoirbillede,14,2.9502120649147474
bougainvillea,13,3.238901256602631
bouillabaisse,13,2.931208948910323
bouillon,8,2.5
bouillonterning,15,3.1898980954642866
boule,5,2.321928094887362
boulevard,9,3.169925001442312
boulevardpresse,15,3.323231428797621
boulevardteater,15,3.189898095464288
bouquet,7,2.5216406363433186
bourgeois,9,2.94770277922009
bourgeoisi,10,2.9219280948873623
bourgogne,9,2.725480556997868
bov,3,1.584962500721156
bovblad,7,2.5216406363433186
bovlam,6,2.584962500721156
bovport,7,2.5216406363433186
bovspryd,8,3.0
bowler,6,2.584962500721156
bowlerhat,9,3.169925001442312
bowling,7,2.8073549220576046
bowlingbane,11,3.0957952550009344
boxcalf,7,2.8073549220576046
boxer,5,2.321928094887362
boyband,7,2.5216406363433186
boykot,6,2.2516291673878226
boykotning,10,2.9219280948873623
boykotte,8,2.5
boykotter,9,2.725480556997868
bradepande,10,2.721928094887362
brag,4,2.0
brage,5,2.321928094887362
bragende,8,2.75
bragesnak,9,2.94770277922009
bragt,5,2.321928094887362
bragte,6,2.584962500721156
brahman,7,2.5216406363433186
brahmanisme,11,3.0957952550009344
brahmansk,9,2.94770277922009
braille,7,2.5216406363433186
brailleskrift,13,3.238901256602631
brainstorm,10,3.121928094887362
brainstorme,11,3.2776134368191165
brainstorming,13,3.238901256602631
braisere,8,2.5
braisering,10,2.9219280948873623
brakiopod,9,2.94770277922009
brakke,6,2.251629167387823
braklægge,9,2.9477027792200903
braklægning,11,3.0957952550009344
brakmark,8,2.25
brakning,8,2.75
braknæse,8,3.0
braknæset,9,3.169925001442312
brakteat,8,2.5
braktud,7,2.8073549220576046
brakvand,8,2.75
bralre,6,2.2516291673878226
bram,4,2.0
bramfri,7,2.5216406363433186
bramin,6,2.584962500721156
bramme,6,2.251629167387823
Bramming,8,2.75
bramrå,6,2.2516291673878226
bramsejl,8,3.0
bramsejlsskonnert,17,3.454822399946607
bramstang,9,2.94770277922009
branche,7,2.8073549220576046
branchefolk,11,3.459431618637298
brancheglidning,15,3.323231428797621
branchekendt,12,3.2516291673878226
brandalarm,10,2.6464393446710153
brandbar,8,2.25
brandbeskatning,15,3.32323142879762
brandbeskatte,13,3.085055102756477
brandbil,8,2.75
brandbombe,10,2.8464393446710154
brandbyld,9,2.725480556997868
brandbæger,10,2.9219280948873623
brandbælte,10,3.121928094887362
brandchef,9,3.169925001442312
branddam,8,2.5
branddasker,11,2.9139770731827523
branddirektør,13,3.180832987205441
branddrøj,9,2.725480556997868
branddør,8,2.5
Brande,6,2.584962500721156
brande,6,2.584962500721156
brander,7,2.5216406363433186
brandert,8,2.75
brandesianer,12,2.918295834054489
brandesianisme,14,3.09306920777189
brandesiansk,12,3.084962500721156
brandfare,9,2.725480556997868
brandfarlig,11,3.0957952550009344
brandfolk,9,3.169925001442312
brandforhør,11,3.0271691184406193
brandforsikring,15,3.323231428797621
brandfri,8,2.75
brandfælde,10,3.121928094887362
brandgod,8,2.75
brandgul,8,3.0
brandhane,9,2.725480556997868
brandhjelm,10,3.321928094887362
brandhæmmende,13,3.085055102756477
brandhærget,11,3.2776134368191165
branding,8,2.75
brandinspektør,14,3.52164063634332
brandkorps,10,3.121928094887362
brandlidt,9,2.94770277922009
brandmand,9,2.5032583347756456
brandmelder,11,2.9139770731827523
brandmester,11,3.0957952550009344
brandmur,8,2.75
brandsikker,11,3.0957952550009344
brandsikre,10,3.121928094887362
brandsikring,12,3.084962500721156
brandskade,10,2.9219280948873623
brandskadet,11,3.0957952550009344
brandskatning,13,3.180832987205441
brandskatte,11,3.0957952550009344
brandslange,11,3.0957952550009344
brandslukker,12,3.2516291673878226
brandslukning,13,3.334679141051595
brandsprøjte,12,3.418295834054489
brandstation,12,3.084962500721156
brandsted,9,2.94770277922009
brandstiftelse,14,3.3787834934861767
brandstifter,12,3.2516291673878226
brandstorm,10,3.121928094887362
brandsvamp,10,3.121928094887362
brandsyn,8,2.75
brandsår,8,2.75
brandtale,9,2.94770277922009
brandtomt,9,2.94770277922009
brandtrappe,11,2.9139770731827523
brandtæppe,10,3.1219280948873624
brandvagt,9,2.94770277922009
brandvarm,9,2.725480556997868
brandvej,8,3.0
brandværn,9,2.725480556997868
brandvæsen,10,3.121928094887362
brandy,6,2.584962500721156
branke,6,2.584962500721156
brankning,9,2.6416041678685933
brasekartoffel,14,3.2359263506290334
brasen,6,2.584962500721156
brasilianer,11,2.9139770731827523
brasiliansk,11,2.9139770731827523
Brasilien,9,2.94770277922009
brask,5,2.321928094887362
brassband,9,2.5032583347756456
brasseri,8,2.5
brat,4,2.0
bratsch,7,2.8073549220576046
bratschist,10,2.921928094887362
bratschnøgle,12,3.584962500721156
brav,4,2.0
